medicine_id,medicine_name,brand,pharmacy_names,latitudes,longitudes,total_quantity_sold
13229,Nifedipine BP,NIFELONG ER-20,"BetahCare Family Health Clinic, Perta Chemist",-1.1079318,37.016326,28
13292,Cefalexin Monohydrate BP,Cefalin Capsules 500mg,MEDPLEX CHEMIST,-1.4293031,36.6872005,40
13358,Piroxicam,Pirocam 20mg Capsules,"EMIR HEALTH CENTER , SIDAI CHEMIST","-1.266125, -1.4779526","36.910522, 36.9577694",39
13380,Meloxicam,Melcam 7.5 Tablet,"Jubilee-Care Chemist, MEDPLEX CHEMIST, SIDAI CHEMIST","-1.1003338, -1.4293031, -1.4779526","37.0129017, 36.6872005, 36.9577694",142
13398,Chlorpheniramine Maleate   Pseudoephedrine HCl BP…,Trimex Adult syrup,MEDPLEX CHEMIST,-1.4293031,36.6872005,1
13411,Azithromycin USP,SHALZIN TABLETS,"Bonaim pharmacy , EMIR HEALTH CENTER , Perta Chemist","-1.2062072, -1.266125, -1.1079318","36.89570200000001, 36.910522, 37.016326",8
13417,Amoxicillin,Amoxicillin Capsules,Perta Chemist,-1.1079318,37.016326,2
13438,Griseofulvin B.P.,Biofulvin 125mg tablets,"EMIR HEALTH CENTER , MEDPLEX CHEMIST","-1.266125, -1.4293031","36.910522, 36.6872005",80
13449,SULFAMETHOXAZOLE BP / TRIMETHOPRIM BP,COSATRIM DS TABLETS,SIDAI CHEMIST,-1.4779526,36.9577694,10
13524,buprofen B.P,PONAFEN SUSPENSION,"Nas Chemist, Tikotiko Chemist ","0.5206237, -1.3080828","35.2762755, 36.7819929",5
13529,PREDNISOLONE B. P. 5MG,Predimed 5mg Tablets,"MEDIBLEND , urit medical ","-1.282731, -1.1009928","36.7848689, 37.0129877",178
13543,ITRACONAZOLE,ICON CAPSULES,"Jubilee-Care Chemist, SIDAI CHEMIST","-1.1003338, -1.4779526","37.0129017, 36.9577694",16
13560,Progesterone,SUSTEN 400 CAPSULES,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,7
13576,Tranexamic acid BP,PAUSE-500MG TABLETS,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,15
13600,Paracetamol BP,Cipladon 500 Tablets,SIDAI CHEMIST,-1.4779526,36.9577694,2
13636,ACYCLOVIR CREAM,ACIRAX CREAM,EMIR HEALTH CENTER ,-1.266125,36.910522,1
13685,"Secnidazole, Fluconazole, Azithromycin",GYNAGONE KIT,MEDPLEX CHEMIST,-1.4293031,36.6872005,3
13703,"Silver Sulfadiazine USP, Chlorhexidine Gluconate…",BURNOX Cream,MEDPLEX CHEMIST,-1.4293031,36.6872005,1
13756,"Cyproheptadine HCl USP, Thiamine HCL BP, Vitamin…",CYPRO B PLUS TABLETS,"Jubilee-Care Chemist, SIDAI CHEMIST","-1.1003338, -1.4779526","37.0129017, 36.9577694",39
13849,Paracetamol Tablets 500mg,Paracetamol Tablets 500mg,Perta Chemist,-1.1079318,37.016326,70
13889,"ACECLOFENAC BP, PARACETAMOL BP, CHLORZOXAZONE USP",MYONAC MR,"MEDPLEX CHEMIST, SIDAI CHEMIST","-1.4293031, -1.4779526","36.6872005, 36.9577694",48
13930,theophylline and ephedrine Tablets,F TABLETS,MEDIBLEND ,-1.282731,36.7848689,41
13934,Paracetamol BP and Thiocolchicoside,THIOZONE,PharmaRic Distributors,0,0,4
13940,Lactulose Concentrate USP,AVOLAC SOLUTION,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,2
13955,"Ampicillin Trihydrate BP, Cloxacillin Sodium BP",Fraclox Capsules 500mg,PharmaRic Distributors,0,0,6
13956,Acyclovir.,Imavir Eye Ointment.,PharmaRic Distributors,0,0,3
13963,Ofloxacin USP,OFLACIN EYE/EAR DROPS,PharmaRic Distributors,0,0,1
13965,"Promethazine Hcl Bp 2.5mg, Diphenhydramine Hcl Bp…",NEXAHIST SYRUP,MEDPLEX CHEMIST,-1.4293031,36.6872005,5
13969,Ketamine Hydrochloride 50mg,Brevinaze,PharmaRic Distributors,0,0,4
13987,lidocaine hydrochloride,LIDOCAINE 1%,PharmaRic Distributors,0,0,3
13999,"Aluminium hydroxide, Magnesium hydroxide and…",Epicogel suspension,Apotek Pharmaceutical,-1.2885927,36.9504001,2
14000,ONDANSETRON HYDROCHLORIDE,EMITOSS ORAL SOLUTION,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,2
14005,Montelukast Sodium,SOLO SACHETS,PharmaRic Distributors,0,0,2
14122,Ibuprofen BP,Flamifen (Ibuprofen Tablets 200mg),Jubilee-Care Chemist,-1.1003338,37.0129017,10
14143,Amoxicillin,Amoxil Oral Suspension 125mg/5ml,EMIR HEALTH CENTER ,-1.266125,36.910522,6
14146,Clarithromycin USP,CLARITRON,Apotek Pharmaceutical,-1.2885927,36.9504001,10
14150,Calcium carbonate Elemental calcium zinc…,ZEDCAL TABLETS,SIDAI CHEMIST,-1.4779526,36.9577694,20
14199,Amoxicillin,KEMOXYL DRY SUSPENSION,"BetahCare Family Health Clinic, KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST, Nas Chemist, SIDAI CHEMIST","-1.2196352, -1.4293031, 0.5206237, -1.4779526","36.7128582, 36.6872005, 35.2762755, 36.9577694",7
14202,Metronidazole USP,Trogyl 400mg Tablets,SIDAI CHEMIST,-1.4779526,36.9577694,68
14213,CHLORPHENIRAMINE MALEATE,PIRITON TABLETS,"Fast Health Pharmacy , MEDPLEX CHEMIST, SIDAI CHEMIST","-1.2908275, -1.4293031, -1.4779526","36.7327734, 36.6872005, 36.9577694",444
14234,LOSARTAN POTASSIUM USP AND HYDROCHLOROTHIAZIDE USP,CARDITAN H 50:12.5MG FILM COATED TABLETS,"Apotek Pharmaceutical, EMIR HEALTH CENTER ","-1.2885927, -1.266125","36.9504001, 36.910522",240
14259,"Cetirizine Hcl BP 2.5mg, Dextromethorphan HBR…",DR TOUX SYRUP,EMIR HEALTH CENTER ,-1.266125,36.910522,5
14276,HYOSCINE BUTYLBROMIDE BP,HYOSCINE BUTYLBROMIDE TABLETS,MEDPLEX CHEMIST,-1.4293031,36.6872005,173
14315,Diclofenac Sodium BP,Diclomol SR Tablets,"edlian hope u, Jubilee-Care Chemist, MEDIBLEND , Perta Chemist","0.0, -1.1003338, -1.282731, -1.1079318","0.0, 37.0129017, 36.7848689, 37.016326",45
17380,TERBINAFINE,TERBINAFORCE-250,"KEGAKA PHARMACY, MEDPLEX CHEMIST","-1.0133967, -1.4293031","36.9058388, 36.6872005",75
17390,Febuxostat,Febo-G 80 mg Tablets,MEDPLEX CHEMIST,-1.4293031,36.6872005,40
17393,LEVONORGESTREL,OPTION-2,Jubilee-Care Chemist,-1.1003338,37.0129017,1
17416,FLUCONAZOLE 150mg,KANDIBAN 150 CAPSULES,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,1
17516,Azithromycin dihydrate USP,AZITHROSAFE SUSPENSION,Fast Health Pharmacy ,-1.2908275,36.7327734,1
17553,Co-amoxiclav Oral Suspension BP 228.5 mg/5ml,Winclav 228.5,MEDPLEX CHEMIST,-1.4293031,36.6872005,8
17580,ibuprofen,FENPRO,EMIR HEALTH CENTER ,-1.266125,36.910522,54
17583,Tetracycline skin Ointment,TETRALINE,EMIR HEALTH CENTER ,-1.266125,36.910522,1
17626,NYSTATIN,NYSTATIN SUSPENSION,MEDPLEX CHEMIST,-1.4293031,36.6872005,6
17665,"Acefylline Piperazine, Diphenhydramine",Acefyl Cough Syrup,EMIR HEALTH CENTER ,-1.266125,36.910522,1
17676,"Clotrimazole, Betamethasone and Neomycin Sulfate…",CLOZOLE TRIO CREAM,MEDPLEX CHEMIST,-1.4293031,36.6872005,7
17747,Cetirizine  Hydrochloride B.P,GALCET,MEDPLEX CHEMIST,-1.4293031,36.6872005,976
17757,"Paracetamol BP, Aceclofenac BP & Chlorzoxazone USP",ACP MR,MEDPLEX CHEMIST,-1.4293031,36.6872005,20
17776,PARACETAMOL,PHARMADOL FIZZ 1000,MEDPLEX CHEMIST,-1.4293031,36.6872005,108
17805,"450MG PARACETAMOL, 5MG DOXYLAMINE SUCCINATE, 10MG…",TAMEPYN,Jubilee-Care Chemist,-1.1003338,37.0129017,4
17837,Enalapril Maleate,Vasopril 10 Tablet,MEDPLEX CHEMIST,-1.4293031,36.6872005,70
17847,Terbinafine,Terbex Cream,EMIR HEALTH CENTER ,-1.266125,36.910522,2
17863,Amoxicillin + Clavulanate,Augmentin Tablets  625mg,"Jubilee-Care Chemist, SIDAI CHEMIST","-1.1003338, -1.4779526","37.0129017, 36.9577694",33
17889,FLUCLOXACILLIN SODIUM,ELYFLOX DRY SYRUP,SIDAI CHEMIST,-1.4779526,36.9577694,1
17901,Diphenhydramine Hydrochloride + Ammonium Chloride…,Upacof expectorant,Jubilee-Care Chemist,-1.1003338,37.0129017,2
17904,BISACODYL,BISACODYL TABLETS,Fast Health Pharmacy ,-1.2908275,36.7327734,14
17914,Mepyramine  Maleate,Histargan Cream,EMIR HEALTH CENTER ,-1.266125,36.910522,1
17933,AMPICILLIN/CLOXACILLIN,AXYLIN SUSPENSION,"ANGELIC STAR PHARMACEUTICALS, EMIR HEALTH CENTER ","-1.2834847, -1.266125","36.889222, 36.910522",2
17941,Cefuroxime Axetil Tablets  USP 250 mg,Ceurox 250 Tablets,SIDAI CHEMIST,-1.4779526,36.9577694,10
17957,"sodium bicarbonate, peppermint oil",Sodamint tablets,"EMIR HEALTH CENTER , MEDPLEX CHEMIST","-1.266125, -1.4293031","36.910522, 36.6872005",18
17965,METHYLDOPA,METHYLDOPA 250,MEDPLEX CHEMIST,-1.4293031,36.6872005,271
17969,PREDNISOLONE BP,PREDNISOLONE TABLETS,"Fast Health Pharmacy , MEDPLEX CHEMIST, SIDAI CHEMIST","-1.2908275, -1.4293031, -1.4779526","36.7327734, 36.6872005, 36.9577694",1093
17982,DOMPERIDONE,DOMI SUSPENSION,MEDPLEX CHEMIST,-1.4293031,36.6872005,2
17989,"Aspirin, Paracetamol and Caffeine",Action Tablets,EMIR HEALTH CENTER ,-1.266125,36.910522,48
18052,Cefuroxime Axetil USP,PULMOCEF-500 TABLETS,SIDAI CHEMIST,-1.4779526,36.9577694,10
18056,Amlodipine,AMLONG-5,EMIR HEALTH CENTER ,-1.266125,36.910522,8
18113,Diloxanide furoate BP and metronidazole Benzoate…,Diracip - M suspension,"KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST","-1.2196352, -1.4293031","36.7128582, 36.6872005",3
18165,Clotrimazole,Canazole 200mg,MEDPLEX CHEMIST,-1.4293031,36.6872005,2
18184,"Diclofenac Sodium BP as Enteric Coated Granules,…",LOBAK Tablet,"EMIR HEALTH CENTER , KEGAKA PHARMACY, Perta Chemist, SIDAI CHEMIST","-1.266125, -1.0133967, -1.1079318, -1.4779526","36.910522, 36.9058388, 37.016326, 36.9577694",107
18194,"Ammonium Chloride, Pseudoephedrine Hydrochloride,…",MUCOLYN Paediatric Syrup,MEDPLEX CHEMIST,-1.4293031,36.6872005,1
18200,Hyoscine Butyl Bromide BP,HYOMIDE 10,SIDAI CHEMIST,-1.4779526,36.9577694,11
18206,Mometasone Furoate and Fusidic Acid,Momate-F,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,1
18226,Esomeprazole 40 mg,ZOMEP ES 40,MEDPLEX CHEMIST,-1.4293031,36.6872005,93
18227,Azithromycin Tablet,AZITA 500,SIDAI CHEMIST,-1.4779526,36.9577694,2
18232,Pregablin,Prenura 75mg Capsules,"BetahCare Family Health Clinic, MEDPLEX CHEMIST",-1.4293031,36.6872005,198
18257,Meloxicam,Melcam 15 Tablet,SIDAI CHEMIST,-1.4779526,36.9577694,15
18308,Saccubitril Valsartan,Uperio 50mg,Andre Pharmaceuticals ,-1.3954461,36.7313557,28
18348,Doxycycline,DOXYCYCLINE CAPSULES,"Fast Health Pharmacy , MEDPLEX CHEMIST","-1.2908275, -1.4293031","36.7327734, 36.6872005",305
18379,Salbutamol + Bromhexine + Guaiphenesin + Menthol,Tusgen Syrup,ZOLO HEALTHCARE SOLUTIONS,,,1
18413,CLOTRIMAZOLE,BULKOT MOUTH PAINT,"ANGELIC STAR PHARMACEUTICALS, Jubilee-Care Chemist","-1.2834847, -1.1003338","36.889222, 37.0129017",4
18414,DOXYCYCLIN  HCL,DOXIMAR CAPSULES,"EMIR HEALTH CENTER , memah bestcare pharmacy, SIDAI CHEMIST","-1.266125, -0.3076936, -1.4779526","36.910522, 38.2196697, 36.9577694",34
18450,"LANSOPRAZOLE, TINIDAZOLE, CLARITHROMYCIN",PYLOXIN KIT,KEGAKA PHARMACY,-1.0133967,36.9058388,3
18464,Paracetamol,SIMDOL,Jubilee-Care Chemist,-1.1003338,37.0129017,10
18480,CEFUROXIME AXETIL,CEFROXYM 500 TABLETS,"edlian hope u, Nas Chemist, SIDAI CHEMIST","0.0, 0.5206237, -1.4779526","0.0, 35.2762755, 36.9577694",13
18505,AMOXICILLIN TRIHYDRATE WITH DILUTED POTASSIUM…,CO-AMOXICLAV 457- MYDAWA,MEDPLEX CHEMIST,-1.4293031,36.6872005,2
18539,-	Ondansetron Hydrochloride Dihydrate USP,EMITOSS 4 TABLETS,"EMIR HEALTH CENTER , Jubilee-Care Chemist, MEDIBLEND , SAMIALBA, SIDAI CHEMIST","-1.266125, -1.1003338, -1.282731, -1.279668, -1.4779526","36.910522, 37.0129017, 36.7848689, 36.82553, 36.9577694",43
18574,Cefadroxil USP,Flamicef Capsules 500mg,Fast Health Pharmacy ,-1.2908275,36.7327734,10
18616,Ethinylestradiol / Levonorgestrel,MICROGYNON Fe,SIDAI CHEMIST,-1.4779526,36.9577694,1
18623,Diclofenac diethylamine Linseed oil Menthol…,POWERGESIC PLUS Gel,EMIR HEALTH CENTER ,-1.266125,36.910522,2
18629,Levonorgestrel,ECEE 2 TABLETS,SIDAI CHEMIST,-1.4779526,36.9577694,3
18635,Aluminium Hydroxide + Magnesium Hydroxide +…,Nilacid Suspension,SIDAI CHEMIST,-1.4779526,36.9577694,2
18669,Montelukast Sodium,Montiget Pediatric 4 mg Granules,Apotek Pharmaceutical,-1.2885927,36.9504001,3
18676,MONTELUKAST,ASTHATOR-10,SIDAI CHEMIST,-1.4779526,36.9577694,21
18679,SULBUTAMOL SULPHATE,VENTOSAL-4 TABLETS,BetahCare Family Health Clinic,,,30
18709,Amoxycillin Dry suspension,KEMOXYL DRY SUSPENSION FORTE,"EMIR HEALTH CENTER , MPEKE PHARMACY, SIDAI CHEMIST","-1.266125, -1.4779526","36.910522, 36.9577694",14
18711,Cefalexin,LEOCEF DRY SUSPENSION,"Jubilee-Care Chemist, MEDPLEX CHEMIST","-1.1003338, -1.4293031","37.0129017, 36.6872005",54
18715,Clotrimazole with Betamethasone Dipropionate Cream,CLOZOLE-B CREAM,"BetahCare Family Health Clinic, EMIR HEALTH CENTER , MEDPLEX CHEMIST, SIDAI CHEMIST","-1.266125, -1.4293031, -1.4779526","36.910522, 36.6872005, 36.9577694",110
18726,Tranexamic acid,Hemsamic,SIDAI CHEMIST,-1.4779526,36.9577694,4
18728,NIFEDIPINE SUSTAINED RELEASE,NEPIN SR 20,"BetahCare Family Health Clinic, MEDPLEX CHEMIST",-1.4293031,36.6872005,240
18736,OMEPRAZOLE,OMIS-20,"BetahCare Family Health Clinic, edlian hope u, EMIR HEALTH CENTER , MEDPLEX CHEMIST, SIDAI CHEMIST","0.0, -1.266125, -1.4293031, -1.4779526","0.0, 36.910522, 36.6872005, 36.9577694",2269
18738,CEFADROXIL,ADORA,EMIR HEALTH CENTER ,-1.266125,36.910522,1
18743,Calcium Citrate and Vitamin D3 (Colecalciferol),Safecal,SIDAI CHEMIST,-1.4779526,36.9577694,10
18746,ATENOLOL BP,CARDINOL 100MG FILM COATED TABLETS,MEDPLEX CHEMIST,-1.4293031,36.6872005,57
18795,Povidone Iodide,Podine MouthWash and Gargle,MEDPLEX CHEMIST,-1.4293031,36.6872005,10
18797,Simeticone,Infacol Liquid,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,1
18821,Alprazolam,ALZOLAM 0.5 MG TABLETS,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,19
18888,CETRIZINE HCL,ZYCET SYRUP,MEDPLEX CHEMIST,-1.4293031,36.6872005,2
18932,AMLODIPINE BESYLATE BP,VARINIL 10MG TABLETS,"EMIR HEALTH CENTER , MEDIBLEND ","-1.266125, -1.282731","36.910522, 36.7848689",90
18952,Tinidazole tablets 500 mg,TINI-500,Nas Chemist,0.5206237,35.2762755,10
18958,Ketoconazole,Ketazol Cream,EMIR HEALTH CENTER ,-1.266125,36.910522,3
18966,Levofloxacin Hemihydrate,SAFELEVO 500,"MEDIBLEND , MEDPLEX CHEMIST, SIDAI CHEMIST","-1.282731, -1.4293031, -1.4779526","36.7848689, 36.6872005, 36.9577694",15
18985,Carbocisteine,NASITHIOL CHILDREN AND INFANT 2%,EMIR HEALTH CENTER ,-1.266125,36.910522,1
19026,Levofloxacin USP,L-VXIN-500,SIDAI CHEMIST,-1.4779526,36.9577694,10
19049,Amoxicillin USP Clavulanate potassium USP,AUGMIN-625,MEDPLEX CHEMIST,-1.4293031,36.6872005,6
19050,"Aceclofenac, Paracetamol and Chlorzoxazone",SICLOFEN-MR,"BetahCare Family Health Clinic, EMIR HEALTH CENTER , MEDPLEX CHEMIST","-1.266125, -1.4293031","36.910522, 36.6872005",204
19118,PREGABALIN,PERGALIN 75MG CAPSULES,Jubilee-Care Chemist,-1.1003338,37.0129017,5
19129,"PSEUDOEPHEDRINE HYDROCHLORIDE BP,…",Homagon Syrup,"EMIR HEALTH CENTER , SIDAI CHEMIST","-1.266125, -1.4779526","36.910522, 36.9577694",2
19132,Secnidazole,SECNIDAZOLE TABLETS,Perta Chemist,-1.1079318,37.016326,2
19149,"Diloxande Furoate B.P. 250 mg,  Metronidazole…",ENTAMAXIN SUSPENSION,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,1
19152,Levocetirizine + Montelukast,Monta Plus Tablet,"KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST","-1.2196352, -1.4293031","36.7128582, 36.6872005",138
19227,AZITHROMYCIN DIHYDRATE,AZIMAX 500 TABLETS,Jubilee-Care Chemist,-1.1003338,37.0129017,1
19234,CEFIXIME TRIHYDRATE,EVERCEF 200 TABLETS,SIDAI CHEMIST,-1.4779526,36.9577694,10
19250,EBASTINE SYRUP,HISTY SYRUP,KEGAKA PHARMACY,-1.0133967,36.9058388,2
19302,Ciprofloxacin Hydrochloride USP and …,CIPROGLAX-D  EYE DROPS,MEDPLEX CHEMIST,-1.4293031,36.6872005,1
19381,Betamethasone Dipropionate  Salicylic Acid,Mediven-S Ointment,EMIR HEALTH CENTER ,-1.266125,36.910522,1
19421,Nystatin USP,Nelstat oral drops,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,1
19422,Chlorphenilamine maleateDexomethorphan…,Chericof Cough Formula,MEDPLEX CHEMIST,-1.4293031,36.6872005,10
19440,Sildenafil Citrate,Nelgra-50,"Jubilee-Care Chemist, MEDPLEX CHEMIST","-1.1003338, -1.4293031","37.0129017, 36.6872005",30
19447,DRIED ALUMINIUM HYDROXIDE BP  MAGNESIUM…,STOMACID TABLETS,B-sons pharmacy,-1.2673667,36.7509204,10
19466,FERROUS SULPHATE & FOLIC ACID TABLETS,FERROLIC-LF TABLETS,"Apotek Pharmaceutical, EMIR HEALTH CENTER , KEGAKA PHARMACY, Perta Chemist","-1.2885927, -1.266125, -1.0133967, -1.1079318","36.9504001, 36.910522, 36.9058388, 37.016326",75
19469,Metronidazole USP,Trogyl 200mg Tablets,SIDAI CHEMIST,-1.4779526,36.9577694,15
19499,Methyl Salicylate Methyl nicotinate Capsicum…,PHARMASAL OINTMENT,Nas Chemist,0.5206237,35.2762755,5
19501,NIFEDIPINE,CALCIGARD RETARD,"Apotek Pharmaceutical, MEDPLEX CHEMIST","-1.2885927, -1.4293031","36.9504001, 36.6872005",636
19506,PARACETAMOL,MICROMOL SUSPENSION,"ANGELIC STAR PHARMACEUTICALS, BetahCare Family Health Clinic, Jubilee-Care Chemist, MEDPLEX CHEMIST","-1.2834847, -1.1003338, -1.4293031","36.889222, 37.0129017, 36.6872005",23
19512,LORATADINE USP,LORHISTINA TABLETS,"MEDIBLEND , Nas Chemist","-1.282731, 0.5206237","36.7848689, 35.2762755",69
19524,Al Hydroxide  + Mg Hydroxide  + Simethicone,Flatameal DS Tablet,EMIR HEALTH CENTER ,-1.266125,36.910522,2
19528,Benzoyl peroxide,Pernex AC 5% Gel,MEDPLEX CHEMIST,-1.4293031,36.6872005,4
19534,Clotrimazole 1Gentamycin  and Betamethasone…,Xtraderm Cream,"KEGAKA PHARMACY, SIDAI CHEMIST","-1.0133967, -1.4779526","36.9058388, 36.9577694",5
19546,KETOCONAZOLE TABLETS,HITORAL TABLETS,"EMIR HEALTH CENTER , Jubilee-Care Chemist, MEDPLEX CHEMIST, SIDAI CHEMIST","-1.266125, -1.1003338, -1.4293031, -1.4779526","36.910522, 37.0129017, 36.6872005, 36.9577694",232
19600,Atorvastatin calcium,AZTOR 20MG TABLETS,MEDPLEX CHEMIST,-1.4293031,36.6872005,250
19602,Escitalopram Oxalate,NEXITO 20 TABLETS,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,9
19617,Omeprazole,ZOCID 20MG CAPS,"MEDPLEX CHEMIST, memah bestcare pharmacy","-1.4293031, -0.3076936","36.6872005, 38.2196697",7
19649,Cefalexin Monohydrate eq. to Cefalexin,Rivalexin 125mg/5ml,MEDPLEX CHEMIST,-1.4293031,36.6872005,1
19672,Omeprazole + Sodium Bicarbonate,Risek Insta 40 mg + 1680 mg Powder for oral…,MEDPLEX CHEMIST,-1.4293031,36.6872005,13
19693,Metformin Hydrochloride,Glucophage 1000mg Tablets,"EMIR HEALTH CENTER , KEGAKA PHARMACY","-1.266125, -1.0133967","36.910522, 36.9058388",30
19771,Paracetamol,Pyremol syrup,MEDPLEX CHEMIST,-1.4293031,36.6872005,1
19782,sildenafil citrate,Vega 100,Jubilee-Care Chemist,-1.1003338,37.0129017,5
19828,"DIPHENHYDRAMINE HCL BP, CHLORPHENIRAMINE MALEATE…",CONSED EXPECTORANT,"BetahCare Family Health Clinic, EMIR HEALTH CENTER , MEDPLEX CHEMIST","-1.266125, -1.4293031","36.910522, 36.6872005",52
19837,CHLORPHENIRAMINE,CARITON ORAL SOLUTION,EMIR HEALTH CENTER ,-1.266125,36.910522,1
19844,Cefixime USP,BACTIFIX 400,EMIR HEALTH CENTER ,-1.266125,36.910522,2
19863,Esomeprazole  & Domperidone,Esofag D - Capsules,"EMIR HEALTH CENTER , MEDPLEX CHEMIST","-1.266125, -1.4293031","36.910522, 36.6872005",74
19894,LEVONORGESTREL,POSTPONE-2,Jubilee-Care Chemist,-1.1003338,37.0129017,14
19938,Prednisolone,OLSOLONE TABLETS,"BetahCare Family Health Clinic, Jubilee-Care Chemist, Perta Chemist, SIDAI CHEMIST","-1.1003338, -1.1079318, -1.4779526","37.0129017, 37.016326, 36.9577694",964
19944,CLOTRIMAZOLE,BULKOT PESSARIES V3,Apotek Pharmaceutical,-1.2885927,36.9504001,4
19992,"IBUPROFEN, PARACETAMOL & CAFFEINE",IBUCAP FORTE CAPSULES,SIDAI CHEMIST,-1.4779526,36.9577694,2
20017,Diloxanide Furoate /Metronidazole,DIAMISOLE SUSPENSION,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,1
22069,Montelukast Sodium,VITAGET 4,MEDPLEX CHEMIST,-1.4293031,36.6872005,18
22100,clotrimazole,BULKOT V-6 PESSARIS,Apotek Pharmaceutical,-1.2885927,36.9504001,3
22124,Amoxicillin Clavulanic acid,Dafraclav 457 mg suspension,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,1
22168,Cyproheptadine hcl usp  vitamin b vitamin b2 bp…,BECOACTIN SYRUP,KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,1
22176,Mefenamic acid,Ponstan forte,SIDAI CHEMIST,-1.4779526,36.9577694,1
22177,Ibuprofen  BP and Paracetamol BP,Brustan Tablets,Disanjo Chemist ,-1.2650867,36.8826178,6
22185,ACETYLSALICYLIC ACID BP  PARACETAMOL BP  CAFFEINE…,APC  TABLETS,Jubilee-Care Chemist,-1.1003338,37.0129017,6
22188,CLOTRIMAZOLE,CANDISTAT-200 VAGINAL TABLETS,EMIR HEALTH CENTER ,-1.266125,36.910522,1
22201,EPHEDRINE HCl,Andrin Paediatric Drops,MEDPLEX CHEMIST,-1.4293031,36.6872005,4
22208,Chlorpheniramine Maleate B.P. Pseudoephedrine HCl…,Coldamol P Syrup,MEDPLEX CHEMIST,-1.4293031,36.6872005,5
22216,Cefuroxime Axetil,Zinnat 125mg/5mL Suspension,SIDAI CHEMIST,-1.4779526,36.9577694,1
22219,METRONIDAZOLE BENZOATE,TRICOZOLE 200MG/5ML SUSPENSION,MEDPLEX CHEMIST,-1.4293031,36.6872005,1
22231,PARACETAMOL,CALPOL SUSPENSION,"EMIR HEALTH CENTER , MEDIBLEND ","-1.266125, -1.282731","36.910522, 36.7848689",29
22240,Levamisole hydrochloride,LETRAX TABLETS,MEDPLEX CHEMIST,-1.4293031,36.6872005,6
22256,Enalapril Maleate USP,Encardil 5 Tablets,EMIR HEALTH CENTER ,-1.266125,36.910522,32
22292,AMOXICILLINE TRIHYDRATE USP AND DILUTED POTASSIUM…,CLAXY 625 TABLETS,"BetahCare Family Health Clinic, MEDPLEX CHEMIST, Perta Chemist","-1.4293031, -1.1079318","36.6872005, 37.016326",44
22317,ALBENDAZOLE B.P,OLWORM SUSPENSION,"MEDPLEX CHEMIST, SIDAI CHEMIST","-1.4293031, -1.4779526","36.6872005, 36.9577694",84
22328,"CHLORPHENAMINE MALEATE BP, SODIUM CITRATE BP,…",COSCOF DM LINCTUS,"Bripamu Medical Stores, MEDPLEX CHEMIST","-1.3111251, -1.4293031","36.8939304, 36.6872005",4
22367,Amoxicillin  trihydrate,Moxacil 250mg capsule,"EMIR HEALTH CENTER , MEDPLEX CHEMIST","-1.266125, -1.4293031","36.910522, 36.6872005",372
22381,Diloxanide furoate BP  and metronidazole BP,Diracip - M DS Tablets,"MEDPLEX CHEMIST, SIDAI CHEMIST","-1.4293031, -1.4779526","36.6872005, 36.9577694",2
22384,AMBROXOL HCL,AMROXOL SYRUP,Jubilee-Care Chemist,-1.1003338,37.0129017,1
22397,Ciprofloxacin Hydrochloride Tablets USP,SHALCIP TABLETS,"EMIR HEALTH CENTER , MEDPLEX CHEMIST","-1.266125, -1.4293031","36.910522, 36.6872005",22
22409,Azithromycin,AGYCIN 500 TABLETS,"ANGELIC STAR PHARMACEUTICALS, EMIR HEALTH CENTER , Jubilee-Care Chemist, KARURA CHEMIST II  TILL 8073490, MEDIBLEND , MEDPLEX CHEMIST, Nas Chemist, Perta Chemist","-1.2834847, -1.266125, -1.1003338, -1.2196352, -1.282731, -1.4293031, 0.5206237, -1.1079318","36.889222, 36.910522, 37.0129017, 36.7128582, 36.7848689, 36.6872005, 35.2762755, 37.016326",235
22434,Tinidazole BP,TINIMED,memah bestcare pharmacy,-0.3076936,38.2196697,1
22472,OMEPRAZOLE BP,OMEPRAGLOBE,Nas Chemist,0.5206237,35.2762755,88
22488,Levonorgestrel,Lydia Postpil Tablet,"ANGELIC STAR PHARMACEUTICALS, SIDAI CHEMIST","-1.2834847, -1.4779526","36.889222, 36.9577694",5
22504,Rabeprazole Sodium & Itopride Hydrochloride,GIT PLUS CAPSULES,MEDPLEX CHEMIST,-1.4293031,36.6872005,2
