address,name,country,Latitude,Longitude
KARADINI,BRETT PHARMACY  (Nairobi),KENYA,-1.2656313,36.807071
WANYEE ROAD,BRIGHT HOPE PHARMACEUTICAL (Nairobi),KENYA,-1.2890034,36.752599
6THSTREET,BRIXTONES PHARMACEUTICALS (Nairobi),KENYA,-1.2843713,36.8263292
OFF OUTER RING RD,BROMS CHEMIST (Nairobi),KENYA,-1.2365235,36.7929938
BROOKSIDE DRIVE,BROOKLANE PHARMACEUTICALS LTD (Nairobi),KENYA,-1.2569785,36.7872909
THIGIRI RIDGE RD,BROSH PHARMACEUTICALS LTD (Nairobi),KENYA,-1.2365235,36.7929938
THIKA ROAD,BRUTAX PHARMACY (Nairobi),KENYA,-1.2308892,36.8763224
MIRIAMS RD,BUDGET PHARMACEUTICAL LTD (Nairobi),KENYA,-1.2607843,36.8082989
ELDORET-NAIROBI ROAD,BUDGET PHARMACEUTICALS LIMITED-(JAMBONI),KENYA,,
MUINAMI STREET,BULALE MEDICAL AND PHARMACY (Nairobi),KENYA,-1.2825207,36.84702830000001
,BWINA PHARMACEUTICALS (Nairobi),KENYA,-1.2960273,36.8705727
MOMBASA ROAD,BYPASS PHARM CHEMIST (Nairobi),KENYA,-1.3221998,36.8444688
CROSS RD,CABEN PHARMACY (Nairobi),KENYA,-1.2844627,36.8233367
8TH STREET,CALIFORNIA MEDICAL POINT LTD (Nairobi),KENYA,-1.279892,36.8494999
MUMIAS SOUTH-MUTINDWA JUNCTION,CANAAN PHARMACEUTICALS LTD (Nairobi),KENYA,-1.2869377,36.8808047
MUMIAS SOUTH SOUTH ROAD,CANAAN PHARMACEUTICALS LTD -PETOSAM HOUSE (Nairobi),KENYA,-1.2869377,36.8808047
UTAWALA BYPASS,CANTONS CHEMIST (Nairobi),KENYA,-1.2814774,36.9591757
SAIKA ESTATE OFF KANGUNDO ROAD,CAPERNAUM CHEMIST (Nairobi),KENYA,-1.2520922,36.9155645
FLATS ROAD,CARE MORE PHARMACY (Nairobi),KENYA,-1.2817009,36.816972
PIPELINE ROAD NAIROBI,CAREWELL PHARMACY (Nairobi),KENYA,-1.3204513,36.8962741
LUMUMBA DRIVE,CARIS PHARMACY (Nairobi),KENYA,-1.215894,36.88669160000001
LIMURU ROAD,CARLTONS CHEMIST LTD-LIMURU RD (Nairobi),KENYA,-1.201146,36.7633877
WOODVALE GROOVE,CATERWELL  PHARM (Nairobi),KENYA,-1.263327,36.8033246
FOURWAYS JUNCTION,CEDAR PHARMACARE LIMITED - FOURWAYS JUNCTION (Nairobi),KENYA,-1.1307381,36.7648591
TOM MBOYA STREET,CEDAR PHARMCARE LTD - TOM MBOYA STREET (Nairobi),KENYA,-1.2820164,36.8229131
MWIKI ROAD,CEFACHEM PHARMACY (Nairobi),KENYA,-1.2342558,36.9308481
SAVANNAH ROAD,CELA LIMITED (Nairobi),KENYA,-1.30609,36.834669
JOGOO ROAD,CELMAR CHEMIST (Nairobi),KENYA,-1.2969764,36.874708
OUTERING RD,CELYDA PHARMACY (Nairobi),KENYA,-1.286747,36.8956525
MTONGWE ROAD - NGUMO,CENBA CHEMISTRY (Nairobi),KENYA,-1.3085265,36.7988324
LIMURU,CENTURION PHARMACY (Nairobi),KENYA,-1.2104966,36.7953836
OUTERING ROAD,CESSCHEM PHARMACEUTICALS- EMBAKASI (Nairobi),KENYA,-1.3219849,36.896581
UTAWALA GITUNGULI,CETAMOL PHARMACY (Nairobi),KENYA,-1.2886762,36.9740433
SPINE ROAD,CETAMOL PHARMACY CHOKAA (Nairobi),KENYA,-1.2498215,36.9514526
UMOJA 2,CHALEMWAS PHARMACY LTD (Nairobi),KENYA,-1.2800748,36.8959532
LUMUMBA DRIVE,CHARLIK PHARMACY (Nairobi),KENYA,-1.215894,36.88669160000001
KIAMBU ROAD,CHARLIZE PHARMACY  (Nairobi),KENYA,-1.2126462,36.83673820000001
LANGATA ROAD,CHARZEL HEALTH CHEMIST (Nairobi),KENYA,-1.3218752,36.8014583
TOM MBOYA,CHASTED CHEMIST (Nairobi),KENYA,-1.2884231,36.8277974
MWIKI ROAD,CHEDOC PHARMACY (Nairobi),KENYA,-1.2334749,36.93146710000001
OUTERING,CHEMFAM PHARMACEUTICAL LTD (Nairobi),KENYA,-1.3044564,36.8624653
MUMIAS SOUTH ROAD,CHEMMART PHARMACY (Nairobi),KENYA,-1.2929039,36.8823835
OFF MWIKI RD,CHEMWORLD PHARMACY - MWIKI RD (Nairobi),KENYA,-1.2214489,36.9142962
OFF KAMITI ROAD,CHEMWORLD PHARMACY -ZIMMERMAN (Nairobi),KENYA,-1.2214489,36.9142962
KASARANI MWIKI ROAD,CHEMWORLD PHARMACY-KASARANI (Nairobi),KENYA,-1.2214489,36.9142962
MURADI ROAD,CHIEKO  CHEMIST  (Nairobi),KENYA,-1.2346828,36.9178284
KIGWATHI STREET,CHLOE-PHARM PHARMACY (Nairobi),KENYA,-1.2871194,36.9513925
KISUMU /NAIROBI STREAT,Palmcare Center,KENYA,-0.0873308,34.7814815
1ST AVENUE,CISTEIN PHARMACEUTICALS LTD (Nairobi),KENYA,-1.2705665,36.8487931
"RHAPTA ROAD, WESTLANDS",CITY GATE PHARMACY LTD (Nairobi),KENYA,-1.264401,36.7904291
3RD PARKLANDS AVENUE,CITY MED PHARMACY LIMITED-RIDGE COURT  (Nairobi),KENYA,-1.2590695,36.8159301
KARIOBANGI SOUTH,CITY VIEW CHEMIST (Nairobi),KENYA,-1.2655613,36.8817053
WARUINGE STREET,CITYLINK PHARMACY-BRANCH (Nairobi),KENYA,-1.2799759,36.8472507
LIMURU ROAD,CITYMED PHARMACY LTD-NAIROBI (Nairobi),KENYA,-1.2597254,36.8268476
BURUBURU,CKS DIALYSIS CENTRE LTD-BURUBURU (Nairobi),KENYA,-1.2922992,36.88155649999999
OFF JUJA ROAD CHAI ROAD AT THE JUNCTION,CKS DIALYSIS CENTRE LTD-PANGANI (Nairobi),KENYA,-1.2695712,36.8389762
MOI DRIVE,CLARIPHARM PHARMACEUTICALS LTD -UMOJA (Nairobi),KENYA,-1.2868704,36.8943195
KILOME  ROAD,CLINMED CHEMIST (Nairobi),KENYA,-1.2946424,36.797018
LANG\\\'ATA ROAD,COLMED PHARMACEUTICALS LIMITED-LANGATA (Nairobi),KENYA,-1.3259731,36.7779941
OFF OUTERING RD,CONNECTIONS DESPENSING CHEMIST LTD (Nairobi),KENYA,-1.3204293,36.8993222
STREET PARKLANDS ROAD,CORNER PHARMACY LIMITED (Nairobi),KENYA,-1.262398,36.8036676
AOKO ROAD,COSBY AND HEIRS PHARMACY  (Nairobi),KENYA,-1.3145452,36.8480869
KIKUYU ROAD,COSIGN CHEMIST (Nairobi),KENYA,-1.2837402,36.7270337
KAREN NGONG ROAD,CROSSAL CHEMICAL SERVICES (Nairobi),KENYA,-1.3661316,36.7429681
MWANGAZA RD,D-CHEM PHARMACEUTICAL LIMITED (Nairobi),KENYA,-1.2678189,36.9119659
NGONG ROAD,DAHLIA PHARMACY LIMITED (Nairobi),KENYA,-1.3001971,36.7738976
NAIVASHA ROAD,DAJIM PHARMACY (Nairobi),KENYA,-1.2636775,36.7189075
OUTER RING ROAD,DALCAMED LIMITED - DONHOLM BRANCH (Nairobi),KENYA,-1.3021765,36.8881104
COSMAS NDETEI ROAD,DALCAMED LIMITED - IMARA DAIMA BRANCH (Nairobi),KENYA,-1.3249655,36.881545
MWANGAZA ROAD,DAM CARE PHARMACEUTICALS LIMITED (Nairobi),KENYA,-1.267852,36.9119967
KOINANGE STREET,DAMCO PHARMA LIMITED (Nairobi),KENYA,-1.2833857,36.8182686
KANGUNDO RD,DAMUKU PHARMACEUTICALS LTD (Nairobi),KENYA,-1.2681795,36.9198863
WAIYAKI WAY,DAN PHARMACIE LIMITED-KANGEMI (Nairobi),KENYA,-1.2639124,36.7639638
DURUMA ROAD,DANCHEM PHARMACY LIMITED - NAIROBI CBD (Nairobi),KENYA,-1.282181,36.8278998
UTAWALA RD,DANNES PHARMACY LTD - UTAWALA (Nairobi),KENYA,-1.3117215,36.9136669
EMBAKASI ROAD/BY PASS,DANTON PHARMACY LTD  (Nairobi),KENYA,-1.1881111,36.8918669
THOME MARURUI ROAD,DARLHA PHARMACY (Nairobi),KENYA,-1.2285438,36.8703937
KAMUNDE ROAD,DARNOPHARM CHEMIST (Nairobi),KENYA,-1.2523661,36.881902
LANDHIES ROAD,DAROMA CHEMIST (Nairobi),KENYA,-1.2523661,36.881902
KIKUYU,DASAE CHEMIST (Nairobi),KENYA,-1.2809205,36.719906
SAVANNA ROAD,DATCHE PHARMACEUTICALS (Nairobi),KENYA,-1.2923713,36.8997514
GITANGA ROAD,DAVRY PHARMACEUTICALS (Nairobi),KENYA,-1.2872743,36.7484908
WOOD STREET,DAYAH PHARMACEUTICALS LTD (Nairobi),KENYA,-1.2741491,36.8440512
OFF JUJA ROAD,DEFINO PHARMACY (Nairobi),KENYA,-1.2650778,36.8454546
NAIROBI KISERIAN ROAD,DELAM CHEMIST,KENYA,-1.4293031,36.6872005
KIBARAGE,DELCHEM PHARMACY (Nairobi),KENYA,-1.2867589,36.9120408
RABAI ROAD,DELTON PHARMACEUTICAL LIMITED (Nairobi),KENYA,-1.2952756,36.8768021
VILLAGE STREET,DENSON CHEMIST (Nairobi),KENYA,-1.3193216,36.9016436
MONDLANE STREET,DEVAS EXPRESS CHEMIST (Nairobi),KENYA,,
BYPASS,DEVINS PHARMACY (Nairobi),KENYA,-1.2793102,36.9683445
OUTERING ROAD,DEWMED KENYA LIMITED (Nairobi),KENYA,-1.3003774,36.8195105
NGARA,DIABETES MANAGEMENT RESOURCE CENTRE KENYA LIMITED (Nairobi),KENYA,-1.2758943,36.8239233
WAUDO,DIAMED PHARMACEUTICALS (Nairobi),KENYA,-1.2469249,36.8740883
KIRONGOTHI,DIGFER PHARMACY (Nairobi),KENYA,-1.2723255,36.8451887
OUTERING,DILABIT PHARMACY LTD-MLOLONGO (Nairobi),KENYA,-1.3193704,36.8965269
KANISANI ROAD,DINE PHARMACEUTICALS (Nairobi),KENYA,-1.3817405,36.928929
NEW KCC,DINGA PHARMACY (Nairobi),KENYA,-1.303666,36.8404826
TSAVO ROAD,DIPLOMAT MEDICAL SUPPLIES (Nairobi),KENYA,-1.2847388,36.8266171
SABA SABA RD,DISHCHEM PHARMACY (Nairobi),KENYA,-1.2729928,36.9180752
MERU/NAIROBI HIGHWAY,DIVINE GRACE PHARMACY,KENYA,-1.243425,36.9055591
RONALD NGARA,DOC-CARE  VILLE PHARMACY LIMITED (Nairobi),KENYA,-1.2855306,36.828581
NAIVASHA ROAD,DOCLINE PHARMACY LIMITED (Nairobi),KENYA,-1.275358,36.7340013
3RD PARKLAND AVENUE,DOCPHARMA LIMITED (Nairobi),KENYA,-1.261293,36.821649
KIPANGA ATHUMANI ROAD,DOLLAR PHARMACY (Nairobi),KENYA,-1.2638674,36.8244743
BUTECHI ROAD,DOLMARK CHEMIST (Nairobi),KENYA,-1.2897748,36.8443645
KAMITI ROAD,DOMAIN CARE PHARMACY (Nairobi),KENYA,-1.2085276,36.8997757
EMBAKASI ROAD,DOMIL PHARMACEUTICALS (Nairobi),KENYA,-1.3283452,36.8544379
OFF OUTERING ROAD,DONHOLM POLEPOLE PHARMACY (Nairobi),KENYA,-1.3013129,36.8895063
KISUMU-NAIROBI ROAD,DORADAWA PHARMACY,KENYA,-0.1033474,34.7558319
RINGROAD,DOVEY  PHARMA LTD-WESTLANDS (Nairobi),KENYA,-1.2638654,36.8032699
MAMA NGINA,DOVEY PHARMA LIMITED - CITY HALL (Nairobi),KENYA,-1.286329,36.8214982
RINGROAD,DOVEY PHARMA LTD-KAREN (Nairobi),KENYA,-1.3220982,36.7073819
LANGATA SHOPPING CENTRE,DOVEYPHARMA LIMITED -LANGATA (Nairobi),KENYA,-1.3241792,36.7828237
DENNIS PRITT,DOVEYPHARMA LIMITED-DENNIS PRITT (Nairobi),KENYA,-1.2849714,36.7929833
"ARGWINGS KODHEK RD, NAIROBI",DOVEYPHARMA LTD-JF CENTER LTD (Nairobi),KENYA,-1.2952714,36.8063976
KIMATHI STREET,DOVEYPHARMA LTD-KIMATHI HOUSE (Nairobi),KENYA,-1.2838091,36.8232736
HOSPITAL ROAD,DOVEYPHARMA-HOSPICE (Nairobi),KENYA,-1.2989717,36.8085635
RIVER SIDE DRIVE,DOVEYPHARMA-RIVER SIDE (Nairobi),KENYA,-1.268942,36.7892443
GITATHURU ROAD,DRAKE PHARMACEUTICALS-LOWER KABETE (Nairobi),KENYA,-1.261238,36.802007
NAKURU NAIROBI HIGHWAY,DRUG 'N' DRIVE PHARMACY,KENYA,-1.2573038,36.7006311
THOME ROAD,DRUG HUB CHEMIST (Nairobi),KENYA,-1.2318004,36.8725528
OFF THIKA ROAD,DRUGHILL PHARMACY (Nairobi),KENYA,-1.2522439,36.8674089
SECOND AVENUE,DUNISH SONKOR PHARMACEUTICAL LIMITED  (Nairobi),KENYA,-1.2746939,36.8507645
SECOND AVENUE,DURAHEAL CHEMIST (Nairobi),KENYA,-1.2673375,36.8499828
AGA KHAN WALK,EAST STAR PHARMACY (Nairobi),KENYA,-1.286915,36.825276
KASARANI-MWIKI,EASTLINE PHARMACY  (Nairobi),KENYA,-1.2179791,36.8987186
MOMBASA RD,EASTON PHARMACEUTICALS LTD-MSA ROAD (Nairobi),KENYA,-1.316591,36.834185
MOI DRIVE ROAD,EBEN PHARMACEUTICALS LTD - MOI S DRIVE (Nairobi),KENYA,-1.2866481,36.8887057
OUTERING ROAD,EBEN PHARMACEUTICALS LTD -OUTERING ROAD (Nairobi),KENYA,-1.2909692,36.8856163
OFF OUTERING ROAD,ECODRUGS PHARMACY LTD-OUTERING RD (Nairobi),KENYA,-1.3179005,36.8966806
NGARA,EDDIKAN PHARMACY LIMITED (Nairobi),KENYA,-1.2771214,36.829752
KANGUNDO RD,EDGE PHARMACY (Nairobi),KENYA,-1.2505122,36.9529733
SOKONI ROAD,EDIPHARM PHARMACEUTICALS (Nairobi),KENYA,-1.2683878,36.9221248
ZIMMERMAN,EDMA CHEMIST (Nairobi),KENYA,-1.2093294,36.8949438
RACE COURSE RDQ,EDTON PHARMA LTD (Nairobi),KENYA,-1.284716,36.8312526
MANYANJA ROAD,EDWEL CHEMIST (Nairobi),KENYA,-1.284504,36.9002232
UMOJA 3 STREET,EFAMA CHEMIST (Nairobi),KENYA,-1.2800182,36.9102202
KAMITI ROAD,EFFICIENCY PHARMACY (Nairobi),KENYA,-1.2130737,36.8935126
12TH STREET,EGYPTIAN SPECIALIST MEDICAL CENTRE LIMITED (Nairobi),KENYA,-1.278875,36.850814
KIBERA DRIVE,EKERO CHEMIST (Nairobi),KENYA,-1.3111344,36.7754057
GITANGA ROAD,ELIANA PHARMACY (Nairobi),KENYA,-1.2902635,36.7707329
NGINA ROAD,ELIEZER CHEMIST (Nairobi),KENYA,-1.2852919,36.7383687
OFF OUTERING ROAD,ELIKIM CHEMIST (Nairobi),KENYA,-1.3204513,36.8962741
OUTERING,ELIKIM PHARMACEUTICAL SERVICES (Nairobi),KENYA,-1.3206367,36.8649883
,ELIKIN CHEMISTS (Nairobi),KENYA,-1.3204513,36.8962741
"KITENGELA ROAD, LANGATA",ELLYSSAD PHARMA (Nairobi),KENYA,-1.3206367,36.8649883
WANYEE ROAD,ELOC PHARMACY (Nairobi),KENYA,-1.2953742,36.7455442
KAMITI  ROAD,ELYKIBS PHARMACY (Nairobi),KENYA,-1.2184133,36.8864857
KIRIGU ROAD,EMALA CHEMIST LIMITED-DAGORETTI (Nairobi),KENYA,-1.2990845,36.7037175
POPO ROAD,EMARA PHARMACEUTICALS LIMITED (Nairobi),KENYA,-1.3320239,36.8805892
KIKUYU ROAD,EMCE CHEMIST (Nairobi),KENYA,-1.2848853,36.7372438
MPAKA ROAD,EMERIC PHARMACEUTICALS LIMITED-WESTLANDS (Nairobi),KENYA,-1.2654808,36.7972806
 3b opposite komarock modern hospital ,EMIR HEALTH CENTRE (Nairobi),KENYA,-1.266125,36.910522
 3b opposite komarock modern hospital ,EMIR PHARMA (Nairobi),KENYA,-1.3235655,36.8891965
MARURUI,EMMANUCARE CHEMIST (Nairobi),KENYA,-1.2072003,36.8746795
MOI DRIVE,EMMARK CHEMIST (Nairobi),KENYA,-1.2868396,36.8892692
NOTHERN BYPASS,EMON CARE LIMITED (Nairobi),KENYA,-1.311496,36.836076
"SEC 3, EASTLEIGH",EMYPHARM CHEMIST EASTLEIGH (Nairobi),KENYA,-1.2838854,36.859013
HAILE SELASSIE AVENUE,ENAI PHARMACY (Nairobi),KENYA,-1.2870382,36.8316765
KWARE STREET,ENTALLOS PHARMACY (Nairobi),KENYA,-1.283385,36.784354
POPO ROAD,EPLUS PHARMACY (Nairobi),KENYA,-1.3221739,36.8335308
KASARANI MWIKI RD,EQUIHEALTH PHARMACY (Nairobi),KENYA,-1.2297266,36.9215115
GITHURAI 44,EREHCON PHARMACEUTICALS LTD (Nairobi),KENYA,-1.2003695,36.9007342
NAKURU/NAIROBI HIGHWAY,ERIE PHARMACEUTICALS,KENYA,-0.4796085,36.2980273
JOGOO RD,ERIMED PHARMACEUTICALS (Nairobi),KENYA,-1.2893101,36.8876053
NAIROBI MURANGA HIGHWAY,ESKIM CHEMIST,KENYA,-1.2838269,36.8266216
GITANGA ROAD,ESTEEM CHEMIST (Nairobi),KENYA,-1.2902635,36.7707329
OUTERING ROAD,ETHAVANS CHEMIST-KIJOS BLDG (Nairobi),KENYA,-1.2940359,36.8868273
EASTERN BYPASS,EVANMED PHARMACY (Nairobi),KENYA,-1.2931631,36.9461567
NYERI NAIROBI HIGHWAY,EVERSERVE CHEMISTS,KENYA,-0.4248546,36.95628689999999
OUTERING RD,EXCEL PHARMACY  (Nairobi),KENYA,-1.3164366,36.9115727
DAGORETTI MARKET,EXPRESS SEVEN CHEMIST LIMITED (Nairobi),KENYA,-1.2232837,36.6035111
KENYATTA MARKET ST.,F K PHARMACEUTICALS CO  LIMITED (Nairobi),KENYA,-1.3102718,36.8573044
KOMAROCK INFILL B,FADHIRACHEM PHARMACEUTICALS  (Nairobi),KENYA,-1.2774035,36.9158461
JUJA ROAD,FAIRCHEM PHARMACEUTICALS (Nairobi),KENYA,-1.2621509,36.8657644
NAIROBI,FAMGEN PHARMACEUTICALS LTD (Nairobi),KENYA,-1.2870186,36.8269619
KANGUNDO ROAD,FAMICHEM CHEMISTS (Nairobi),KENYA,-1.2564392,36.9235582
KWA MAJI OFF KANGUNDO ROAD,FAMILY FARE PHARMACY (Nairobi),KENYA,-1.2564392,36.9235582
EASTERN BYPASS,FANMACARE PHARMACY LIMITED (Nairobi),KENYA,-1.1672381,36.9632662
KANGUNDO ROAD,FASTMART PHARMACY-OTHAYA (Nairobi),KENYA,-0.4254021,36.9570514
MUTINDWA ROAD,FASTMEDD PHARMACEUTICALS-UMOJA (Nairobi),KENYA,-1.2835321,36.88853110000001
NORTHVIEW ROAD,FAWAPHARM CHEMIST -PANGANI (Nairobi),KENYA,-1.2652958,36.8393114
EASTERN BYPASS,FEVA CHEMIST (Nairobi),KENYA,-1.2829978,36.9592948
OUTERING ROAD,FEWAPE CHEMISTS (Nairobi),KENYA,-1.3186141,36.8960952
OFF MUTARAKWA ROAD,FIMA PHARMACY (Nairobi),KENYA,-1.2620109,36.8887916
ZANZIBAR ROAD,FIX CHEM PHARMACEUTICAL LTD (Nairobi),KENYA,-1.3153274,36.83642529999999
PLAINSVIEW ROAD,FIX CHEM PHARMACEUTICAL LTD- BALOZI (Nairobi),KENYA,-1.3153274,36.83642529999999
RING RD,FLAME TREE PHARMACY LTD (Nairobi),KENYA,-1.2644623,36.8028125
MUTINDWA RD UMOJA 1,FLAWLESS CHEMIST (Nairobi),KENYA,-1.28446,36.8852803
LUMUMBA DRIVE,FLO DISPENSING CHEMIST (Nairobi),KENYA,-1.2158392,36.8870812
KATANI ROAD,FLOSYVIA PHARMACEUTICALS LTD (Nairobi),KENYA,-1.3685031,36.9401517
HOSPITAL ROAD,FORT HILL PHARMACY (Nairobi),KENYA,-1.2986041,36.81135829999999
KANGUNDO ROAD,FORTAY PHARMACEUTICALS (Nairobi),KENYA,-1.2682009,36.9910567
DANIEL COMBONI ROAD,FOURWAY CHEMIST (Nairobi),KENYA,-1.2533577,36.873573
OFF SPINE ROAD,FREBCARE LIMITED (Nairobi),KENYA,-1.2737517,36.9114836
KWA NDEGE NYAYO GATE B,FRENAMOL CHEMIST (Nairobi),KENYA,-1.3082887,36.9112045
PARKROAD,FRIKAM CHEMISTS (Nairobi),KENYA,-1.2745944,36.8312951
ROAD KANGUNDO KANGUNDO,FUTURISTIC PHARMACY (Nairobi),KENYA,-1.2669061,36.9893598
MANYANJA ROAD,GALLANT PHARMCARE (Nairobi),KENYA,-1.2831731,36.8993222
MERU- NAIROBI HIGHWAY,GALLY'S PHARMACY,KENYA,0.0477199,37.6533387
TUSHAURIANE/MARKET  ROAD,GAMBE CHEMIST (Nairobi),KENYA,-1.279432,36.826318
LIMURU ROAD,GARNET PHARMACY LIMITED (Nairobi),KENYA,-1.2294517,36.8048317
2ND AVENUE,GEEL PHARMACY LTD (Nairobi),KENYA,-1.2706834,36.8466657
,GELNA PHARMACY  (Nairobi),KENYA,-1.2800979,36.9646119
NGONG ROAD,GENTEEL CHEMIST LIMITED-JAMHURI (Nairobi),KENYA,-1.2344832,36.8084219
CHANIA AVENUE,GEORGIOLANI LTD (Nairobi),KENYA,-1.2950277,36.7865919
MUHOHO AVENUE,GEROMED PHARMACEUTICALS LTD (Nairobi),KENYA,-1.313913,36.827558
KAGUNDO ROAD,GERUCHAH PHARMACY (Nairobi),KENYA,-1.2579686,36.9163504
OFF MAJANJA,GERY PHARMACEUTICALS - DALANI (Nairobi),KENYA,-1.2924777,36.8894215
SPINE,GEWAPHARM PHARMACY (Nairobi),KENYA,-1.2836348,36.9027697
KARIOBANGI RD,GHEMS CHEMIST-KARIOBANGI (Nairobi),KENYA,-1.2489474,36.9492534
FAHARI ROAD,GHEMS PHARMACEUTICALS LIMITED (Nairobi),KENYA,-1.3281132,36.8925246
MFANGANO STREET,GIANT CHEMIST (Nairobi),KENYA,-1.282221,36.828634
EASTERN BYPASS ROAD,GIDD PHARMACY LIMITED (Nairobi),KENYA,-1.2793792,36.9658658
UTAWALA ROAD OFF EASTERN BYPASS,GIDD PHARMACY LTD (Nairobi),KENYA,-1.2793792,36.9658658
KAMITI ROAD,GIFTED-HANDS PHARMACY (Nairobi),KENYA,-1.1994617,36.90167599999999
NEW PUMWANI RD,GIKOPHARM PHARMACY (Nairobi),KENYA,-1.2847371,36.8386676
MUMIAS SOUTH ROAD,GILLS PHARMACY (Nairobi),KENYA,-1.2879437,36.88161789999999
JOGOO ROAD,GITA PHARMACY (Nairobi),KENYA,-1.2953137,36.8608384
GITHURAI,GITHA PLUS PHARMACY (Nairobi),KENYA,-1.2021699,36.913551
MOI DRIVE,GITHIMU PHARMACEUTICALS -SAIKA (Nairobi),KENYA,-1.2865362,36.8884399
GITHURAI 44,GITHURA AIRPORT CHEMIST (Nairobi),KENYA,-1.2021699,36.913551
THIKA RD,GITHURAI CHEMISTS (Nairobi),KENYA,-1.2028974,36.9169883
WAIYAKI WAY,GITOKA PHARMACY (Nairobi),KENYA,-1.2637692,36.7543446
KAWAIDA ALONG NAIROBI NAZARETH ROAD,GIWA RAPHA SPRINGING OVER VIEW PHARMACY,KENYA,-1.2875247,36.7491512
JUAKALI-MARURUI ROAD,GLADEM PHARMACY-MARURUI (Nairobi),KENYA,-1.2104837,36.87343320000001
OFF KAMITI RD,GLEAM PHARMACY (Nairobi),KENYA,-1.1862664,36.9077891
AIRPORT NORTH ROAD,GOCATE CHEMIST (Nairobi),KENYA,-1.3282663,36.8827077
JOGOO ROAD,GOLAN PHARMACEUTICAL LTD JOGOO ROAD BRANCH (Nairobi),KENYA,-1.2976451,36.8711364
CHIRIKU LANE- BEHIDE EQUITY BANK,GOLD-CHEM PHARMACY-GIKOMBAA (Nairobi),KENYA,-1.2852052,36.8370355
MUTINDWA ROAD,GOLDLITE PHARMACY LIMITED,KENYA,-1.2846423,36.8848093
BIASHARA STREET,GOLDMED PHARMACY LTD-BAZAAR PLAZA (Nairobi),KENYA,-1.2820506,36.8212113
GANDHI AVENUE,GOLDMED PHARMACY LTD-NAIROBI WEST (Nairobi),KENYA,-1.3072287,36.82297
KINYANJUI ROAD,GOLDPHARM HEALTHCARE SERVICES LTD (Nairobi),KENYA,-1.2920659,36.8219462
MUHUYU ROAD,GOOD SPRINGS PHARMACY (Nairobi),KENYA,-1.254293,36.7921984
LANGATA,GOODLIFE  PHARMACY LTD-KAREN (Nairobi),KENYA,-1.3230793,36.7068165
LIMURU,GOODLIFE  PHARMACY LTD-ROSSLYN RIVIERA (Nairobi),KENYA,-1.2161518,36.7994133
DONHOLM ROAD,GOODLIFE PHARMACY  LTD- GREENSPAN (Nairobi),KENYA,-1.2888641,36.8988562
HARAMBEE AVENUE,GOODLIFE PHARMACY LIMITED - CITY SQUARE (Nairobi),KENYA,-1.2882571,36.8261507
MANYANJA ROAD,GOODLIFE PHARMACY LIMITED - EASTGATE MALL (Nairobi),KENYA,-1.2957264,36.8871224
GENERAL MATHENGE,GOODLIFE PHARMACY LIMITED - GENERAL MATHENGE (WESTLANDS) (Nairobi),KENYA,-1.2561026,36.8063142
ARGWINGS KODHEK,GOODLIFE PHARMACY LIMITED - HURLINGHAM PLAZA (Nairobi),KENYA,-1.2951463,36.7997626
LORESHO RIDGE,GOODLIFE PHARMACY LIMITED - KENOL LORESHO (Nairobi),KENYA,-1.2516098,36.7572917
KENYATTA AVENUE,GOODLIFE PHARMACY LIMITED - KENYATTA AVENUE (Nairobi),KENYA,-1.2853715,36.8190588
ARGWINGS KODHEK RD,GOODLIFE PHARMACY LIMITED - KILIMANI (Nairobi),KENYA,-1.2957291,36.8022981
NAIROBI ROAD,GOODLIFE PHARMACY LIMITED - KISUMU MEGA CITY MALL,KENYA,-0.0924097,34.7645665
NAIROBI ROAD,GOODLIFE PHARMACY LIMITED - KISUMU MEGA CITY MALL (KISUMU),KENYA,-0.0924097,34.7645665
JAMES GICHURU,GOODLIFE PHARMACY LIMITED - LAVINGTON (NAIROBI) (Nairobi),KENYA,-1.2799343,36.7705292
LIMURU ROAD,GOODLIFE PHARMACY LIMITED - MUTHAIGA (Nairobi),KENYA,-1.249956,36.8206753
UHURU HIGHWAY,GOODLIFE PHARMACY LIMITED - NAIROBI MEGA (UHURU HIGHWAY) (Nairobi),KENYA,-1.3023937,36.8256938
MUTHAITI ROAD NAIROBI WEST,GOODLIFE PHARMACY LIMITED - NAIROBI WEST,KENYA,-1.3069827,36.8241349
MUMIAS ROAD,GOODLIFE PHARMACY LIMITED - RHAPTA ROAD (Nairobi),KENYA,-1.2643913,36.78740579999999
KARUNA ROAD,GOODLIFE PHARMACY LIMITED - SARIT CENTRE (Nairobi),KENYA,-1.2611605,36.80197769999999
KIMATHI STREET,GOODLIFE PHARMACY LIMITED - SAROVA STANLEY (KIMATHI STREET) (Nairobi),KENYA,-1.2843654,36.8232126
ARWINGS KODHEK ROAD,GOODLIFE PHARMACY LIMITED - SHELL HURLINGHAM (Nairobi),KENYA,-1.2951463,36.7997626
KIAMBU ROAD,GOODLIFE PHARMACY LIMITED - SHELL RIDGEWAYS (Nairobi),KENYA,-1.2271506,36.8380466
WIAYAKI WAY,GOODLIFE PHARMACY LIMITED - SHELL TEGEMEO (Nairobi),KENYA,-1.2651636,36.7413125
LANGATA ROAD,GOODLIFE PHARMACY LIMITED - TOTAL LANGATA RD (KAREN)  (Nairobi),KENYA,-1.3382444,36.7396838
